label,text,clean_text,length
ham,Then what about further plan?,then what about further plan,29
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",jolly good by the way  will give u tickets for sat eve 730 speak before then x,82
ham,"Are you being good, baby? :)",are you being good baby ,28
ham,Well then you have a great weekend!,well then you have a great weekend,35
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups which is 3days also and the shipping company that takes 2wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,179
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",dear sirsalam alaikkumpride and pleasure meeting you today at the tea shopwe are pleased to send you our contact number at qatarrakhesh an indianpls save our numberrespectful regards,189
ham,Haha i think i did too,haha i think i did too,22
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb 1,146
ham,I re-met alex nichols from middle school and it turns out he's dealing!,i remet alex nichols from middle school and it turns out hes dealing,71
ham,No. I.ll meet you in the library,no ill meet you in the library,32
ham,Who's there say hi to our drugdealer,whos there say hi to our drugdealer,36
ham,"Miss ya, need ya, want ya, love ya.",miss ya need ya want ya love ya,35
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",hi jon pete here ive bin 2 spain recently  hav sum dinero left bill said u or ur rents mayb interested in it i hav 12000pes so around 48 tb james,157
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",i think im waiting for the same bus inform me when you get there if you ever get there,90
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",someone u know has asked our dating service 2 contact you cant guess who call 09058095107 now all will be revealed pobox 7 s3xy 150p ,137
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,96
ham,Anything lor. Juz both of us lor.,anything lor juz both of us lor,33
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is  ltgt k help pls i will load d card abi hwkeep me posted luv 2 mj,154
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,pls go there today  ltgt  i dont want any excuses,55
ham,Did u got that persons story,did u got that persons story,28
ham,Spoons it is then okay?,spoons it is then okay,23
ham,Ok i vl..do u know i got adsense approved..,ok i vldo u know i got adsense approved,43
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend,152
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,oh oh den muz change plan liao go back have to yan jiu again,69
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",pdatenow  double mins and 1000 txts on orange tariffs latest motorola sonyericsson  nokia  bluetooth free call mobileupd8 on 08000839402 or call2optoutyhl,163
ham,Hey! There's veggie pizza... :/,hey theres veggie pizza ,31
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,forwarded from 448712404000please call 08712404000 immediately as there is an urgent message waiting for you,111
ham,Good evening! How are you?,good evening how are you,26
ham,"""Thinking of u ;) x""",thinking of u  x,20
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed 1000 cash or 5000 prize,137
ham,Roger that. We‘re probably going to rem in about 20,roger that were probably going to rem in about 20,51
ham,U still havent got urself a jacket ah?,u still havent got urself a jacket ah,38
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,i just really need shit before tomorrow and i know you wont be awake before like 6,83
ham,Is xy in ur car when u picking me up?,is xy in ur car when u picking me up,37
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time,125
ham,Gud mrng dear hav a nice day,gud mrng dear hav a nice day,28
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",good morning my love  i go to sleep now and wish you a great day full of feeling better and opportunity  you are my last thought babe i love you kiss,159
ham,No..he joined today itself.,nohe joined today itself,27
spam,You have 1 new message. Please call 08718738034.,you have 1 new message please call 08718738034,48
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now,147
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy,108
ham,Aight ill get on fb in a couple minutes,aight ill get on fb in a couple minutes,39
ham,K.k..how is your sister kids?,kkhow is your sister kids,29
ham,Sorry i din lock my keypad.,sorry i din lock my keypad,27
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meeting u is my work   tel me when shall i do my work tomorrow,65
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",were all getting worried over here derek and taylor have already assumed the worst,84
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,is there any movie theatre i can go to and watch unlimited movies and just pay once,84
ham,Some are lasting as much as 2 hours. You might get lucky.,some are lasting as much as 2 hours you might get lucky,57
ham,Still at west coast... Haiz... Ü'll take forever to come back...,still at west coast haiz ll take forever to come back,64
ham,K..give back my thanks.,kgive back my thanks,23
ham,R ü going 4 today's meeting?,r  going 4 todays meeting,28
ham,Gudnite....tc...practice going on,gudnitetcpractice going on,33
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,wot u up 2 thout u were gonna call me txt bak luv k,54
ham,And do you have any one that can teach me how to ship cars.,and do you have any one that can teach me how to ship cars,59
ham,Alex says he's not ok with you not being ok with it,alex says hes not ok with you not being ok with it,51
ham,If i said anything wrong sorry de:-),if i said anything wrong sorry de,36
ham,Argh why the fuck is nobody in town ;_;,argh why the fuck is nobody in town ,39
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully the asus ppl dont randomly do a reformat,55
ham,Ill be at yours in about 3 mins but look out for me,ill be at yours in about 3 mins but look out for me,51
ham,No..jst change tat only..,nojst change tat only,25
ham,"Ask g or iouri, I've told the story like ten times already",ask g or iouri ive told the story like ten times already,58
ham,To day class is there are no class.,to day class is there are no class,35
ham,O was not into fps then.,o was not into fps then,24
ham,How. Its a little difficult but its a simple way to enter this place,how its a little difficult but its a simple way to enter this place,68
ham,Dont talk to him ever ok its my word.,dont talk to him ever ok its my word,37
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesome i remember the last time we got somebody high for the first time with diesel v,88
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,c movie is juz last minute decision mah juz watch 2 lar but i tot  not interested,84
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow i want to got to court at  ltdecimalgt  so you come to bus stand at 9,85
ham,Ard 6 like dat lor.,ard 6 like dat lor,19
ham,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing on my laptop case so i cant,51
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah we wouldnt leave for an hour at least hows 4 sound,59
ham,I'm really sorry I lit your hair on fire,im really sorry i lit your hair on fire,40
ham,I'm home. Doc gave me pain meds says everything is fine.,im home doc gave me pain meds says everything is fine,56
ham,I sent them. Do you like?,i sent them do you like,25
ham,will you like to be spoiled? :),will you like to be spoiled ,31
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",todays offer claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 300 sub 16  unsub reply x,158
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card,120
ham,So what did the bank say about the money?,so what did the bank say about the money,41
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call 09066612661 from your landline your complimentary 4 lux costa del sol holiday or 1000 cash await collection ppm 150 sae tcs james 28 eh74rr,165
ham,So ü'll be submitting da project tmr rite?,so ll be submitting da project tmr rite,42
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,im still looking for a car to buy and have not gone 4the driving test yet,76
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wnevr i wana fal in luv vth my books my bed fals in luv vth me  yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,155
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometimes we put walls around our heartsnot just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon,162
ham,Ok... Take ur time n enjoy ur dinner...,ok take ur time n enjoy ur dinner,39
ham,"Sorry, I'll call later",sorry ill call later,22
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap  spile at seven  is that pub on gas st off broad st by canal ok,72
ham,"The table's occupied, I'm waiting by the tree",the tables occupied im waiting by the tree,45
ham,"That's what I love to hear :V see you sundayish, then",thats what i love to hear v see you sundayish then,53
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,i dont know what to do to come out of this so only am ask questions like this dont mistake me,94
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only,156
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e,141
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,ok both our days so what are you making for dinner tonite am i invited,73
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,here is your discount code rp176781 to stop further messages reply stop wwwregalportfoliocouk customer services 08717205546,129
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,120
ham,Dear i have reache room,dear i have reache room,23
ham,Yes. I come to nyc for audiitions and am trying to relocate.,yes i come to nyc for audiitions and am trying to relocate,60
ham,Er yep sure. Props?,er yep sure props,19
ham,Oh ok no prob..,oh ok no prob,15
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,i wanted to ask  to wait 4 me to finish lect cos my lect finishes in an hour anyway,86
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,reminder you have not downloaded the content you have already paid for goto httpdoit mymoby tv to collect your content,127
ham,Then u drive lor.,then u drive lor,17
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,we don call like  ltgt  times oh no give us hypertension oh,66
ham,Don know..he is watching film in computer..,don knowhe is watching film in computer,43
ham,I've reached already.,ive reached already,21
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 8007,116
ham,Ok c ü then.,ok c  then,12
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick  where are you  i could die of loneliness you know  pouts stomps feet i need you ,111
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent we have 800 free flights to europe to give away call b4 10th sept  take a friend 4 free call now to claim on 09050000555 ba128nnfwfly150ppm,158
ham,Thanx a lot...,thanx a lot,14
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",i get out of class in bsn in like  ltgt  minutes you know where advising is,82
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,156
ham,Eh den sat u book e kb liao huh...,eh den sat u book e kb liao huh,34
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",hi wlcome back did wonder if you got eaten by a lion or something nothing much,81
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,call to the number which is available in appointment and ask to connect the call to waheed fathima,100
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly,205
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop,329
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ur balance is now 600 next question complete the landmark big a bob b barry or c ben  text a b or c to 83738 good luck,132
ham,Moji just informed me that you saved our lives. Thanks.,moji just informed me that you saved our lives thanks,55
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ok ill make sure that i do loads of work during the day  got a really nasty cough today and is dry n shot so that should really help it,149
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,k ill drinkpa then what doing i need srs model pls send it to my mail id pa,78
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only,152
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,i thk  gotta go home by urself cos ill b going out shopping 4 my frens present ,83
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,5p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity,160
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mus ask if u can 1st wat of meet 4 lunch den u n him meet can already lor or u wan 2 go ask da ge 1st then confirm w me asap,134
ham,I'm home.,im home,9
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,126
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),nope but ill b going 2 sch on fri quite early lor cos mys sis got paper in da morn ,87
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",im sorry bout last nite it wasnt ur fault it was me spouse it was pmt or sumthin u 4give me i think u shldxxxx,114
ham,Hey come online! Use msn... We are all there,hey come online use msn we are all there,44
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid,124
ham,What about this one then.,what about this one then,25
ham,"Haha yeah, 2 oz is kind of a shitload",haha yeah 2 oz is kind of a shitload,37
ham,I think that tantrum's finished so yeah I'll be by at some point,i think that tantrums finished so yeah ill be by at some point,64
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",thanks for your ringtone order reference number x49your mobile will be charged 450 should your tone not arrive please call customer services 09065989182,156
ham,Havent.,havent,7
ham,I had askd u a question some hours before. Its answer,i had askd u a question some hours before its answer,53
ham,Gettin rdy to ship comp,gettin rdy to ship comp,23
spam,3. You have received your mobile content. Enjoy,3 you have received your mobile content enjoy,47
ham,U attend ur driving lesson how many times a wk n which day?,u attend ur driving lesson how many times a wk n which day,59
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",dear friends sorry for the late information today is the birthday of our loving arpraveesh for more details log on to face book and see its his number  ltgt  dont miss a delicious treat,198
ham,I dont understand your message.,i dont understand your message,31
ham,Oh ya ya. I remember da. .,oh ya ya i remember da ,26
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,hey gals anyone of u going down to e driving centre tmr,58
ham,How are you. Just checking up on you,how are you just checking up on you,36
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,i know complain num onlybettr directly go to bsnl offc nd apply for it,74
ham,My uncles in Atlanta. Wish you guys a great semester.,my uncles in atlanta wish you guys a great semester,53
spam,PRIVATE! Your 2003 Account Statement for 078,private your 2003 account statement for 078,44
ham,Got it. Seventeen pounds for seven hundred ml – hope ok.,got it seventeen pounds for seven hundred ml  hope ok,56
ham,"Probably, want to pick up more?",probably want to pick up more,31
ham,TELL HER I SAID EAT SHIT.,tell her i said eat shit,25
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day ,132
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,hey what time is your driving on fri we go for evaluation on fri,69
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information for o2 user today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting you,159
ham,Uhhhhrmm isnt having tb test bad when youre sick,uhhhhrmm isnt having tb test bad when youre sick,48
ham,Wat's my dear doing? Sleeping ah?,wats my dear doing sleeping ah,33
ham,Is there any training tomorrow?,is there any training tomorrow,31
ham,"Sorry, I'll call later",sorry ill call later,22
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",feb  ltgt  is i love u day send dis to all ur valued frnds evn me if 3 comes back ull gt married d person u luv if u ignore dis u will lose ur luv 4 evr,165
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,i thk 50 shd be ok he said plus minus 10 did  leave a line in between paragraphs,84
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize,147
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm  i loved waking to your words this morning  i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,158
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,what i told before i tell stupid hear after i wont tell anything to you you dad called to my brother and spoken not with me,127
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,136
ham,"Me, i dont know again oh",me i dont know again oh,24
ham,Do you like shaking your booty on the dance floor?,do you like shaking your booty on the dance floor,50
ham,Anytime...,anytime,10
ham,Hey i will be late ah... Meet you at 945+,hey i will be late ah meet you at 945,41
ham,2 and half years i missed your friendship:-),2 and half years i missed your friendship,44
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time,106
ham,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,done it but internet connection v slow and cant send it will try again later or first thing tomo,99
ham,"I think your mentor is , but not 100 percent sure.",i think your mentor is  but not 100 percent sure,50
ham,"I am real, baby! I want to bring out your inner tigress...",i am real baby i want to bring out your inner tigress,58
ham,How long does applebees fucking take,how long does applebees fucking take,36
ham,Probably gonna swing by in a wee bit,probably gonna swing by in a wee bit,36
ham,"Haha just kidding, papa needs drugs",haha just kidding papa needs drugs,35
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well,124
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin,131
ham,So what about you. What do you remember,so what about you what do you remember,39
ham,Smith waste da.i wanna gayle.,smith waste dai wanna gayle,29
ham,Oh ho. Is this the first time u use these type of words,oh ho is this the first time u use these type of words,55
ham,U GOIN OUT 2NITE?,u goin out 2nite,17
ham,"Coffee cake, i guess...",coffee cake i guess,23
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,are you unique enough find out from 30th august wwwareyouuniquecouk,72
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,i really need 2 kiss u i miss u my baby from ur baby 4eva,57
ham,"K, if u bored up just come to my home..",k if u bored up just come to my home,39
ham,I am on the way to ur home,i am on the way to ur home,26
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,where are you  what do you do  how can you stand to be away from me  doesnt your heart ache without me  dont you wonder of me  dont you crave me ,154
ham,S s..first time..dhoni rocks...,s sfirst timedhoni rocks,31
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want to funk up ur fone with a weekly new tone reply tones2u 2 this text wwwringtonescouk the original n best tones 3gbp network operator rates apply,155
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,im reading the text i just sent you its meant to be a joke so read it in that light,86
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",09066362231 urgent your mobile no 07xxxxxxxxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap,152
ham,How did you find out in a way that didn't include all of these details,how did you find out in a way that didnt include all of these details,70
ham,Oh great. I.ll disturb him more so that we can talk.,oh great ill disturb him more so that we can talk,52
ham,"I noe la... U wana pei bf oso rite... K lor, other days den...",i noe la u wana pei bf oso rite k lor other days den,62
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ahhhhjust woken uphad a bad dream about u thoso i dont like u right now  i didnt know anything about comedy night but i guess im up for it,146
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,no its waiting in e car dats bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat,117
ham,Wat u doing there?,wat u doing there,18
ham,"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?""",not enufcredeit tocallshall ileave uni at 6 get a bus to yor house,71
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,wheres mummys boy  is he being good or bad  is he being positive or negative  why is mummy being made to wait hmmmm,122
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",for ur chance to win 250 cash every wk txt play to 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk,121
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),imagine life without me see how fast u are searching medont worry lm always there to disturb u goodnoon,119
ham,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u did ok already lar e nydc at wheellock,48
ham,Ok. There may be a free gym about.,ok there may be a free gym about,34
ham,How much r ü willing to pay?,how much r  willing to pay,28
ham,How? Izzit still raining?,how izzit still raining,25
ham,What happen dear tell me,what happen dear tell me,24
ham,No no. I will check all rooms befor activities,no no i will check all rooms befor activities,46
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthly password for wap mobsicom is 391784 use your wap phone not pc,73
ham,I am 6 ft. We will be a good combination!,i am 6 ft we will be a good combination,41
ham,Can come my room but cannot come my house cos my house still messy... Haha...,can come my room but cannot come my house cos my house still messy haha,77
ham,No problem. Talk to you later,no problem talk to you later,29
ham,Ard 4 lor...,ard 4 lor,12
ham,No but the bluray player can,no but the bluray player can,28
ham,"Not sure yet, still trying to get a hold of him",not sure yet still trying to get a hold of him,47
ham,Okie...,okie,7
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.", was a nice day and impressively i was sensible went home early and now feel fine or am i just boring whens yours i cant remember,140
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,just woke up yeesh its late but i didnt fall asleep til ltgt am ,74
ham,Well I might not come then...,well i might not come then,29
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,please call 08712402902 immediately as there is an urgent message waiting for you,82
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,i also thk too fast xy suggest one not me u dun wan its ok going 2 rain leh where got gd,95
ham,Yup ok...,yup ok,9
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,how are u i have missed u i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college sad isnt itxx,120
ham,"I can't right this second, gotta hit people up first",i cant right this second gotta hit people up first,52
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",havent found a way to get another app for your phone eh  will you go to the net cafe  did you take that job geeee i need you babe i crave to see you ,158
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u have won a nokia 6230 plus a free digital camera this is what u get when u win our free auction to take part send nokia to 83383 now pobox11414tcrw1 16,158
ham,Hope you are having a good week. Just checking in,hope you are having a good week just checking in,49
ham,Haven't left yet so probably gonna be here til dinner,havent left yet so probably gonna be here til dinner,53
